case,rib,rid,pieces,big,second,gap_mm,fov_edge,on_face,spine_side,other_rib_touch,centroid_sep_mm
0892,left 9,42,2,7424,2846,30.6,False,False,False,left 10,68.5
0892,right 11,57,2,18369,3526,19.1,True,True,False,right 10,77.8
0904,left 9,42,2,32352,25587,27.6,True,True,True,left 8,120.6
0904,left 10,43,2,35347,7600,56.2,False,False,False,left 11,120.1
0904,right 9,55,3,21422,7334,40.9,False,False,False,right 10,95.1
0904,right 10,56,2,37426,23192,1.5,False,False,False,right 9,106.5
0905,left 10,43,2,24497,4742,19.3,True,True,True,left 9,88.7
0905,left 11,44,2,23666,11532,23.2,False,False,True,left 10,74.4
0910,left 5,38,2,8846,8504,84.8,True,True,False,,168.0
0919,left 6,39,2,3540,3432,18.0,True,True,True,left 5,49.7
0921,left 7,40,2,20234,5650,18.8,True,True,True,left 8,87.1
0921,left 8,41,2,45783,23743,14.8,True,False,False,left 7,138.8
0921,left 9,42,2,42635,14038,23.0,True,False,False,left 8,137.2
0921,left 10,43,2,37193,8151,24.2,False,False,False,left 9,112.7
0938,right 6,52,2,10835,3089,21.7,False,False,False,right 7,48.4
0950,left 8,41,2,4399,3396,31.3,True,True,True,left 7,65.3
0950,right 9,55,3,3136,2501,34.1,True,True,True,right 8,80.8
0957,left 8,41,2,25226,17937,90.7,False,False,False,left 9,181.7
0957,left 9,42,2,45019,10774,28.9,False,False,False,left 10,144.3
0957,right 5,51,2,8380,1599,26.9,True,True,True,,61.2
0957,right 6,52,2,18561,8592,15.1,False,False,False,right 5,59.2
0957,right 7,53,3,23558,8927,21.0,False,False,False,right 6,52.6
0957,right 8,54,2,43104,16667,27.4,False,False,False,right 9,154.9
0957,right 9,55,2,46565,8100,35.4,False,False,False,right 10,145.4
0964,left 8,41,2,45556,8687,34.6,True,True,True,left 9,139.2
0964,right 10,56,3,20801,18244,11.0,False,False,True,right 11,108.1
0964,right 11,57,3,8177,8141,57.3,False,False,True,right 12,105.2
0967,right 10,56,2,27570,12239,23.0,True,True,True,right 11,89.8
0967,right 11,57,2,20813,6954,23.9,False,False,True,right 12,86.0
0972,left 7,40,2,14021,5778,14.8,True,True,False,left 6,65.4
0972,left 8,41,2,14625,7262,31.6,False,False,False,left 9,98.9
0974,left 9,42,2,49319,8282,23.6,True,False,True,left 10,128.8
0974,left 10,43,3,35148,6240,21.5,False,False,True,left 9,118.3
0986,left 9,42,3,21725,19389,31.7,True,True,True,left 8,141.7
0986,left 10,43,2,29477,7173,63.1,False,False,False,left 11,152.8
0986,right 9,55,2,30445,15126,23.2,False,False,False,right 10,131.8
0986,right 10,56,2,38884,9517,40.2,False,False,False,right 11,133.6
0994,left 7,40,3,23356,20805,74.2,False,False,False,left 8,186.4
0994,left 8,41,2,65433,16044,17.7,True,True,False,left 7,53.8
1000,left 7,40,3,21268,13679,38.7,True,False,False,left 8,164.6
1000,left 8,41,2,38191,7226,22.3,True,False,False,left 7,55.3
1000,left 10,43,2,19314,4573,33.2,False,False,False,left 9,118.9
1000,left 11,44,2,13382,4093,38.2,False,False,False,left 10,100.0
1000,right 8,54,2,25320,12317,24.7,False,False,False,right 9,149.4
1000,right 9,55,2,24051,4576,34.7,False,False,False,right 10,135.5
1008,left 8,41,2,32064,16926,21.6,True,True,True,left 7,101.2
1008,left 9,42,2,43489,23910,22.4,False,False,False,left 10,128.8
1008,left 10,43,2,63963,12549,41.7,False,False,False,left 11,144.9
1008,right 7,53,2,24952,10789,18.5,True,True,False,right 6,50.5
1008,right 8,54,2,33092,20380,23.6,True,False,False,right 7,102.2
1008,right 9,55,3,29126,18736,28.3,False,False,False,right 8,111.9
1008,right 10,56,4,27801,26359,18.5,True,False,False,right 11,86.2
1008,right 11,57,3,20002,19339,46.3,True,False,False,right 10,140.1
1018,left 9,42,2,8295,3841,12.2,False,False,False,left 10,47.9
1031,left 10,43,3,24662,4294,22.7,True,True,True,left 9,87.1
1031,left 11,44,2,20866,10290,18.8,True,False,True,left 10,43.0
1035,left 6,39,2,15120,3490,12.3,True,True,True,left 5,42.8
1035,left 7,40,2,31812,13250,15.7,True,False,False,left 8,99.4
1058,left 6,39,2,15674,14690,16.2,False,False,False,left 7,83.7
1058,left 7,40,4,15156,10932,74.7,True,True,True,left 8,124.7
1058,left 8,41,3,51903,39507,10.7,True,True,True,left 9,132.2
1058,left 9,42,3,42110,37733,17.1,False,False,True,left 10,120.7
1058,left 10,43,3,38267,21578,25.8,False,False,True,left 11,114.2
1058,left 11,44,2,32942,9671,27.4,False,False,True,left 12,89.7
1066,left 7,40,2,4734,730,36.3,False,False,False,left 8,65.0
1070,left 6,39,2,6590,1210,31.8,False,False,False,left 7,59.2
1070,right 6,52,2,10777,6519,38.5,True,True,True,right 5,89.8
1070,right 10,56,2,37822,21388,16.0,False,False,False,right 11,40.1
1070,right 11,57,3,16724,3202,17.9,False,False,False,right 10,83.4
1075,left 9,42,2,8978,5592,33.9,True,True,True,left 8,99.5
1075,left 10,43,2,19371,5336,37.9,False,False,False,left 11,129.5
1080,left 7,40,2,13019,8920,18.7,True,False,False,left 6,74.1
1080,left 8,41,2,20679,10900,14.4,False,False,False,left 7,100.9
1080,left 9,42,2,35620,7420,11.3,True,False,False,left 8,96.8
1080,right 6,52,2,10627,7797,16.6,True,False,False,right 5,47.5
1080,right 7,53,2,22131,7707,16.4,True,False,False,right 6,48.4
1114,left 10,43,2,21970,16423,19.4,True,True,True,left 11,67.1
1114,left 11,44,3,19578,9787,25.1,True,False,False,left 10,97.1
1114,left 12,45,2,6547,4578,39.0,False,False,False,left 11,81.0
1119,right 11,57,2,25501,4265,39.4,False,False,False,right 10,122.9
1123,right 7,53,3,16577,4027,23.3,True,True,True,right 6,52.9
1123,right 8,54,2,54679,10202,21.6,True,True,False,right 7,61.6
1129,left 8,41,2,8208,6915,17.0,True,False,False,left 7,43.1
1129,left 9,42,2,19269,6051,19.1,False,False,False,left 8,53.3
1129,left 12,45,2,6343,2157,38.4,False,False,False,left 11,77.2
1129,right 7,53,2,5024,1673,30.8,False,False,False,right 8,42.2
1129,right 9,55,2,18645,13600,23.2,True,True,True,right 10,74.7
1129,right 10,56,2,27341,16709,31.5,False,False,False,right 9,88.7
1129,right 11,57,2,26915,10298,34.9,False,False,False,right 10,104.1
1129,right 12,58,2,8523,2525,43.7,False,False,False,right 11,83.8
1144,left 8,41,2,14233,3061,20.8,False,False,False,left 9,64.5
1145,left 6,39,2,18007,4962,67.3,True,True,False,,146.1
1145,left 7,40,2,52864,33248,14.8,False,False,False,left 6,160.0
1145,left 8,41,2,53275,26366,15.3,False,False,False,left 7,151.8
1145,left 9,42,2,54912,18332,24.8,False,False,False,left 8,142.5
1145,left 10,43,2,48766,12542,38.3,False,False,False,left 9,131.7
1145,left 11,44,2,25997,5087,45.1,False,False,False,left 10,136.7
1145,right 7,53,2,42690,9430,27.6,True,True,False,right 6,166.2
1145,right 8,54,2,51324,23627,19.9,False,False,False,right 7,157.3
1145,right 9,55,2,50373,20258,23.6,True,False,False,right 8,142.8
1145,right 10,56,2,45377,13048,35.4,False,False,False,right 9,125.8
1145,right 11,57,2,27448,4333,51.6,False,False,False,right 10,130.8
1150,left 8,41,3,37522,22837,12.3,False,False,False,left 9,118.8
1150,left 9,42,3,44405,16173,16.9,False,False,False,left 10,123.3
1150,left 10,43,3,41802,8942,27.5,False,False,False,left 11,116.3
1150,left 11,44,3,33659,6610,28.7,False,False,False,left 12,89.2
1153,left 11,44,2,12438,2136,88.8,False,False,False,left 10,131.5
1153,right 7,53,2,14023,3181,12.9,True,True,True,right 6,55.9
1153,right 8,54,3,11855,11804,81.9,True,True,False,right 7,127.8
1153,right 9,55,2,34442,5335,22.5,False,False,False,right 10,121.2
